BEGIN_YEARMONTH,BEGIN_DAY,BEGIN_TIME,END_YEARMONTH,END_DAY,END_TIME,EPISODE_ID,EVENT_ID,STATE,STATE_FIPS,YEAR,MONTH_NAME,EVENT_TYPE,CZ_TYPE,CZ_FIPS,CZ_NAME,cty_fips,WFO,BEGIN_DATE_TIME,CZ_TIMEZONE,END_DATE_TIME,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS,SOURCE,MAGNITUDE,MAGNITUDE_TYPE,FLOOD_CAUSE,CATEGORY,TOR_F_SCALE,TOR_LENGTH,TOR_WIDTH,TOR_OTHER_WFO,TOR_OTHER_CZ_STATE,TOR_OTHER_CZ_FIPS,TOR_OTHER_CZ_NAME,BEGIN_RANGE,BEGIN_AZIMUTH,BEGIN_LOCATION,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EPISODE_NARRATIVE,EVENT_NARRATIVE,DATA_SOURCE
201410,13,1645,201410,13,1645,90009,541036,GULF OF MEXICO,85,2014,October,Marine Lightning,Z,530,LAKE PONCHARTRAIN AND LAKE MAUREPAS,85530,LIX,13-OCT-14 16:45:00,CST-6,13-OCT-14 16:45:00,0,0,0,0,1.00K,0.00K,Law Enforcement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,N,MID LAKE PONTCHARTRAIN,0,N,MID LAKE PONTCHARTRAIN,30.15,-90.13,30.15,-90.13,A strong storm system moving through the Lower Mississippi River Valley developed a well defined squall line that moved across southeast Louisiana and adjacent coastal waters during the afternoon hours of the 13th. Numerous reports of wind damage occurred across the area.,Two lightning strikes caused a power outage that disabled the drawbridge on the Lake Pontchartrain Causeway.,CSV
202308,23,1810,202308,23,1810,185571,1139008,GULF OF MEXICO,85,2023,August,Marine Lightning,Z,853,ENGLEWOOD TO TARPON SPRINGS FL OUT 20NM,85853,TBW,23-AUG-23 18:10:00,EST-5,23-AUG-23 18:10:00,0,0,1,0,0.00K,0.00K,Broadcast Media,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.07,S,CLEARWATER BEACH,2.07,S,CLEARWATER BEACH,27.95,-82.83,27.95,-82.83,Evening thunderstorms cause a fatality when lightning strikes a woman outdoors.,Body of a 73-year-old woman was discovered on Sand Key in Clearwater after being struck by lightning.,CSV
