BEGIN_YEARMONTH,BEGIN_DAY,BEGIN_TIME,END_YEARMONTH,END_DAY,END_TIME,EPISODE_ID,EVENT_ID,STATE,STATE_FIPS,YEAR,MONTH_NAME,EVENT_TYPE,CZ_TYPE,CZ_FIPS,CZ_NAME,cty_fips,WFO,BEGIN_DATE_TIME,CZ_TIMEZONE,END_DATE_TIME,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS,SOURCE,MAGNITUDE,MAGNITUDE_TYPE,FLOOD_CAUSE,CATEGORY,TOR_F_SCALE,TOR_LENGTH,TOR_WIDTH,TOR_OTHER_WFO,TOR_OTHER_CZ_STATE,TOR_OTHER_CZ_FIPS,TOR_OTHER_CZ_NAME,BEGIN_RANGE,BEGIN_AZIMUTH,BEGIN_LOCATION,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EPISODE_NARRATIVE,EVENT_NARRATIVE,DATA_SOURCE
199607,11,2200,199607,12,800,2037283,5552055,GEORGIA,13,1996,July,Hurricane (Typhoon),Z,118,INLAND CHATHAM,13118,CHS,11-JUL-96 22:00:00,EST,12-JUL-96 08:00:00,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hurricane Watch for Bertha and later a Warning for the Georgia Coast caused about 20,000 people to evacuate, primarily Chatham County. Bertha was far enough offshore so that it did not caused any significant damage. Estimated loss revenue and down time for local plants and factories was $2,000,000.",NA,PDC
199607,12,100,199607,12,1100,2037282,5552047,SOUTH CAROLINA,45,1996,July,Hurricane (Typhoon),Z,44,DORCHESTER,45044,CHS,12-JUL-96 01:00:00,EST,12-JUL-96 11:00:00,0,0,0,0,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hurricane Bertha came close to the south coastal counties of South Carolina, but did not cause any significant damage. The maximum sustained winds (36kts) and peak gust (50kts) both occurred at the Charleston City Office on 7/12/96. Bertha's most significant impact was on tourism where the estimated loss revenue approached $20,000,000. Near eleven (11) million dollars of that was in Beaufort/Hilton Head area. A few places along the Charleston coast experienced moderate beach erosion.",NA,PDC
199607,12,300,199607,12,1100,2037282,5552052,SOUTH CAROLINA,45,1996,July,Hurricane (Typhoon),Z,50,CHARLESTON,45050,CHS,12-JUL-96 03:00:00,EST,12-JUL-96 11:00:00,0,0,0,0,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hurricane Bertha came close to the south coastal counties of South Carolina, but did not cause any significant damage. The maximum sustained winds (36kts) and peak gust (50kts) both occurred at the Charleston City Office on 7/12/96. Bertha's most significant impact was on tourism where the estimated loss revenue approached $20,000,000. Near eleven (11) million dollars of that was in Beaufort/Hilton Head area. A few places along the Charleston coast experienced moderate beach erosion.",NA,PDC
199607,11,2200,199607,12,800,2037283,5552053,GEORGIA,13,1996,July,Hurricane (Typhoon),Z,116,INLAND BRYAN,13116,CHS,11-JUL-96 22:00:00,EST,12-JUL-96 08:00:00,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hurricane Watch for Bertha and later a Warning for the Georgia Coast caused about 20,000 people to evacuate, primarily Chatham County. Bertha was far enough offshore so that it did not caused any significant damage. Estimated loss revenue and down time for local plants and factories was $2,000,000.",NA,PDC
199607,12,1000,199607,13,600,2054534,5580397,NORTH CAROLINA,37,1996,July,Hurricane (Typhoon),Z,91,LENOIR,37091,MHX,12-JUL-96 10:00:00,EST,13-JUL-96 06:00:00,0,0,0,0,.6M,15M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hurricane Bertha slammed into the North Carolina coastline between Surf City and North Topsail Beach causing severe damage to property, utilities and roads.  Hardest hit were agricultural crops which suffered losses in excess of $126 million.  Heaviest damage was in Topsail Beach and all of Onslow County up the coast to Emerald Isle in Carteret County.  In Onslow alone, 199 structures were destroyed (117 were mobile homes).  An 8-10 foot storm surge struck Swansboro and Emerald Isle.  Several businesses were flooded.  Water flowed through the streets of Belhaven in Beaufort County where the surge was around 7 feet.  In New Bern, numerous boats were sunk or damaged at 3 private marinas.  Fishing piers were demolished all along the coast.  New River (Marine Corps Air Station in Jacksonville) reported a peak wind gust of 108 mph.  Rainfall across the region ranged from 8 inches in the Hofman Forest (Onslow) to 6 1/2 inches in Broad Creek to over 5 1/2 in Snow Hill and Washington.",NA,PDC
199607,12,1700,199607,13,400,2056604,5583533,NORTH CAROLINA,37,1996,July,Hurricane (Typhoon),Z,30,BERTIE,37030,AKQ,12-JUL-96 17:00:00,EST,13-JUL-96 04:00:00,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hurricane Bertha moved across northeast North Carolina on July 12th and 13th. The center of Bertha moved ashore near Wrightsville Beach, North Carolina shortly before 500 PM Friday July 12th. Spiral bands around the northern and eastern side of the storm affected northeast North Carolina from early Friday evening into the early morning hours of Saturday. The highest sustained wind speed recorded at the Elizabeth City Coast Guard Station (ECG) was 45 mph with gusts to 55 mph. Numerous trees and power lines blown down resulted in scattered property damage and widespread power outages. Coastal Pasquotank and Camden counties experienced approximately a 4 foot storm surge in the Albemarle Sound flooding coastal sections of these counties. A 5 foot storm surge extended up the Pasquotank River inundating Elizabeth City. Chowan, Hertford, and Gates counties experienced a 1 to 2 foot storm surge from the Albemarle Sound causing minor flooding in Edenton. Currituck county reported only minor flooding from the Currituck Sound. Rainfall amounts generally ranged from 2.5 to 4.5 inches and caused some street flooding. The lowest sea level pressure recorded at the Elizabeth City Coast Guard Station (ECG) was 999 mb.",NA,PDC
199609,4,1800,199609,6,1700,2054545,5580425,NORTH CAROLINA,37,1996,September,Hurricane (Typhoon),Z,91,LENOIR,37091,MHX,04-SEP-96 18:00:00,EST,06-SEP-96 17:00:00,0,0,0,0,5M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hurricane Fran moved onshore near Cape Fear Thursday evening (9/6) and raced north toward Raleigh cutting a swath of destruction.  The Category 3 hurricane destroyed or damaged 90% of the homes in North Topsail Beach.  The town hall and police station were destroyed.  A 15 foot storm surge cut a 100-foot-wide inlet through thye middle of the island.  A Camp Lejeune-based Marine lost his life when he and two others mistakenly drove onto the island at the height of the storm.  State Route 1568 was washed out and NC210 was covered with sand.  Damage in North Topsail and Onslow County alone exceeds $500 million as 6,688 structures were destroyed or damaged.  In Carteret County, Emerald Isle reported 67 homes destroyed and 409 with major damage.  Thirty-three mobile homes were destroyed.  The Emerald Isle fishing pier was destroyed, and Bogue Sound Pier lost 150 feet.  Erosion along the dunes ranged from 5 to 20 feet.  Winds gusted to 100 mph at Atlantic Beach.  Storm surge in Swansboro was measured at 10 feet.  Several businesses along the waterfront were destroyed and water covered Main Street.  Storm surges approaching 9 feet flooded portions of Washington and Belhaven.  The storm surge in Washington was the highest since the September 3, 1912 unnamed hurricane.  New Bern had a storm surge on the Neuse River of 10 feet.  One bridge was closed when an approach road collapsed.  Other bridges were out near Stella and Swansboro.  One man was killed near Greenville when his car struck a tree.  In Duplin County, near Rose Hill, a woman perished when her chimney collapsed through the house.  A woman died when a tree fell through her trailer in Catherine Lake, Onslow County.  Wind gusts measured included 94 mph at the New River Marine Corps Air Station in Jacksonville and 92 mph at Duke Marine Labs in Beaufort.",NA,PDC
199609,4,1800,199609,6,1700,2054545,5580429,NORTH CAROLINA,37,1996,September,Hurricane (Typhoon),Z,95,CARTERET,37095,MHX,04-SEP-96 18:00:00,EST,06-SEP-96 17:00:00,0,0,0,0,.2B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hurricane Fran moved onshore near Cape Fear Thursday evening (9/6) and raced north toward Raleigh cutting a swath of destruction.  The Category 3 hurricane destroyed or damaged 90% of the homes in North Topsail Beach.  The town hall and police station were destroyed.  A 15 foot storm surge cut a 100-foot-wide inlet through thye middle of the island.  A Camp Lejeune-based Marine lost his life when he and two others mistakenly drove onto the island at the height of the storm.  State Route 1568 was washed out and NC210 was covered with sand.  Damage in North Topsail and Onslow County alone exceeds $500 million as 6,688 structures were destroyed or damaged.  In Carteret County, Emerald Isle reported 67 homes destroyed and 409 with major damage.  Thirty-three mobile homes were destroyed.  The Emerald Isle fishing pier was destroyed, and Bogue Sound Pier lost 150 feet.  Erosion along the dunes ranged from 5 to 20 feet.  Winds gusted to 100 mph at Atlantic Beach.  Storm surge in Swansboro was measured at 10 feet.  Several businesses along the waterfront were destroyed and water covered Main Street.  Storm surges approaching 9 feet flooded portions of Washington and Belhaven.  The storm surge in Washington was the highest since the September 3, 1912 unnamed hurricane.  New Bern had a storm surge on the Neuse River of 10 feet.  One bridge was closed when an approach road collapsed.  Other bridges were out near Stella and Swansboro.  One man was killed near Greenville when his car struck a tree.  In Duplin County, near Rose Hill, a woman perished when her chimney collapsed through the house.  A woman died when a tree fell through her trailer in Catherine Lake, Onslow County.  Wind gusts measured included 94 mph at the New River Marine Corps Air Station in Jacksonville and 92 mph at Duke Marine Labs in Beaufort.",NA,PDC
199609,5,1800,199609,6,1100,2056655,5583700,NORTH CAROLINA,37,1996,September,Hurricane (Typhoon),Z,14,GATES,37014,AKQ,05-SEP-96 18:00:00,EST,06-SEP-96 11:00:00,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Spiral bands associated with Hurricane Fran affected northeast North Carolina from Thursday evening, September 5th, through Friday morning, September 6th. The highest sustained wind speed recorded at the Elizabeth City Coast Guard Station (ECG) was 43 mph with the highest gust at 55 mph. There were no confirmed tornadoes, but numerous trees and power lines were blown down across northeast North Carolina resulting in some structural damage and power outages. Coastal Pasquotank and Camden counties experienced approximately a 6 foot storm surge in the Albemarle Sound flooding coastal sections of these counties including the business district of downtown Elizabeth City. Chowan county experienced a 4 foot surge from the Albemarle Sound causing some flooding in Edenton. Currituck county received only minor flooding from the Currituck Sound. The heaviest rain fell across the inland counties of northeast North Carolina where amounts generally ranged from 1.5 to 3.5 inches. Some roads were flooded due to the rainfall.",NA,PDC
199609,6,100,199609,6,1500,2056654,5583694,MARYLAND,24,1996,September,Hurricane (Typhoon),Z,22,WICOMICO,24022,AKQ,06-SEP-96 01:00:00,EST,06-SEP-96 15:00:00,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Spiral bands associated with Hurricane Fran affected the Lower Maryland Eastern Shore during Friday, September 6th. The highest sustained wind speed recorded was 22 mph at Salisbury with the highest gust at 35 mph. A storm surge of 4 to 6 feet inundated portions of the communities of Taylors Island, Hoopers Island, and Madison in Dorchester county along the Chesapeake Bay. Many roads were flooded with some homes receiving water damage at the time of high tide. Dorchester county officials reported approximately $925,000 in damage from Fran. The vast majority of this amount was for replacement of damaged bulkheads and shoreline. In some locations, nearly 10 feet of shore was lost due to surge effects.  This was considered the worst storm surge flooding since Hurricane Hazel in October 1954. Some minor flooding also occurred in Somerset county in the towns of Crisfield and Wenona. Tides were 2 feet above normal. Also, a few trees and power lines were blown down.",NA,PDC
